run,avg_util,num_totes,run_time
111,0.409711604985681,19,283.2600531578064
112,0.4530876160204645,19,268.41479992866516
113,0.4441163120448086,19,257.34073138237
114,0.3795339786319856,27,312.5919096469879
115,0.38697794271775343,21,247.67013716697693
116,0.41354108255962074,22,2128.7558732032776
117,0.43229487770886726,26,293.50895047187805
118,0.45386714647130993,19,271.5079092979431
119,0.38683445555167795,24,313.2957844734192
120,0.4542830892660996,19,264.1318304538727
121,0.41089563460518425,20,289.0069725513458
122,0.4412799820458204,18,268.8879539966583
123,0.40409571826672086,19,207.46652388572693
124,0.3985722251472302,22,270.6088263988495
125,0.3636152908739499,26,275.6019606590271
126,0.35511688081428555,22,314.57762718200684
127,0.3641111845249642,25,312.5723786354065
128,0.45615083116204524,16,247.67198634147644
129,0.3946608113976453,21,188.62729358673096
130,0.4105267151912878,19,187.68554520606995
131,0.46626075663383915,22,197.0163357257843
132,0.46234343050502313,25,225.15588283538818
133,0.35522180078847904,26,203.02374958992004
134,0.40777501426409496,21,197.43975591659546
135,0.4202873597418599,25,2052.3693277835846
136,0.4352273601147274,18,194.23730397224426
137,0.3979021698088242,22,190.56997394561768
138,0.39378309114710597,19,238.03951144218445
139,0.4191538304705057,23,216.66752409934998
140,0.4036623744467619,20,195.81532335281372
141,0.40804517781661626,25,209.4921064376831
142,0.4637692431229977,20,237.6723234653473
143,0.4083251116880825,21,218.7916977405548
144,0.4747940393339519,21,197.53843545913696
145,0.427559975976031,21,167.279367685318
146,0.42393260418764317,18,209.29138374328613
147,0.4157935842700017,21,227.34681510925293
148,0.41950311310683497,20,202.48265552520752
149,0.43067707093689533,20,176.1165533065796
150,0.4261101618704162,19,224.1393427848816
151,0.4291252933526626,20,229.78692936897278
152,0.4343746115418735,22,207.80875897407532
153,0.3809469655540672,25,209.46241855621338
154,0.4066966237362607,27,205.18828964233398
155,0.4621229273252975,19,202.7953724861145
156,0.4094636054955314,20,180.89949774742126
157,0.45800830206660265,20,2380.2863149642944
158,0.42777707559208245,19,202.63041925430298
159,0.40086584242915124,21,151.24714946746826
160,0.4252432399318506,20,246.02314686775208
161,0.373641390069918,26,284.0196967124939
162,0.4437804173570636,18,240.06915163993835
163,0.40823771796978886,21,319.76180386543274
164,0.39546736548618805,23,223.49882817268372
165,0.4122555613488341,23,167.13805413246155
166,0.4367263870248723,25,238.79568552970886
167,0.4361262234792683,16,138.1161391735077
168,0.45239015001586264,23,196.44285440444946
169,0.3960005527852581,19,185.40481042861938
170,0.4033351344424434,24,210.93679118156433
171,0.44085990837448724,25,212.28449368476868
172,0.42187013516813715,21,168.84067177772522
173,0.39580981682652044,25,189.3585910797119
174,0.4495008384688443,21,204.58988308906555
175,0.452839652458492,21,235.93910026550293
176,0.35856250782741295,22,201.05665826797485
177,0.4118092582253125,19,173.2525601387024
178,0.41150097303270916,20,169.43765211105347
179,0.3559933125294629,30,231.19230675697327
180,0.407283188078008,20,188.7960615158081
181,0.4412936217412061,22,228.1973159313202
182,0.3819177127107035,22,230.96599912643433
183,0.40743167551533593,22,3037.7559208869934
184,0.40309395383433044,28,223.27636194229126
185,0.46205360209803525,23,193.0502598285675
186,0.3667111958671444,20,183.76652836799622
187,0.4217512684013379,21,229.36209845542908
188,0.4858851904471484,16,239.34123373031616
189,0.43007880649852737,22,218.4861409664154
190,0.4118491799219355,25,210.91673398017883
191,0.4260422418636829,20,198.56138110160828
192,0.4350298950169802,18,238.43647289276123
193,0.46092130301452244,16,283.58978152275085
194,0.3995209750641192,16,203.8937394618988
195,0.4231732034394162,17,247.68553853034973
196,0.3697571276027438,24,176.16116380691528
197,0.42373480981419476,27,197.08461666107178
198,0.4640874601691295,15,200.50354981422424
199,0.3898052090477295,23,162.59068202972412
